"title","directedBy","starring","avgRating","imdbId","item_id","genre","star","writer","company","country","year","group"
"Home Alone","Chris Columbus","Macaulay Culkin, John Heard, Joe Pesci, Daniel Stern, Catherine O'Hara",3.16338,99785,586,"Comedy","Macaulay Culkin","John Hughes","Hughes Entertainment","United States",1990,3
"Last King of Scotland, The","Kevin Macdonald","Forest Whitaker, James McAvoy, Kerry Washington, Gillian Anderson",3.83898,455590,48738,NA,NA,NA,NA,NA,NA,46
"Wonder Boys","Curtis Hanson","Michael Douglas, Robert Downey Jr., Tobey Maguire, Frances McDormand, Katie Holmes",3.70335,185014,3317,"Comedy","Michael Douglas","Michael Chabon","Mutual Film Company","United States",2000,3
"Forgetting Sarah Marshall","Nicholas Stoller","Jason Segel, Kristen Bell, Mila Kunis, Russell Brand, Bill Hader, Maria Thayer, Jack McBrayer, Taylor Wily, Da'Vone McDonald, Steve Landesberg, Paul Rudd, Jonah Hill, Kala Alexander, Branscombe Richmond, William Baldwin, Jason Bateman, June Diane Raphael, Carla Gallo, Gedde Watanabe, Kristen Wiig",3.56563,800039,58998,"Comedy","Kristen Bell","Jason Segel","Universal Pictures","United States",2008,3
"People vs. Larry Flynt, The","Milos Forman","Brett Harrelson, Woody Harrelson, Edward Norton, Courtney Love, Donna Hanover",3.54666,117318,1120,NA,NA,NA,NA,NA,NA,47
"Me, Myself & Irene","Bobby Farrelly, Peter Farrelly","Jim Carrey, Renée Zellweger, Chris Cooper, Robert Forster, Anthony Anderson, Mongo Brownlee, Jerod Mixon",2.98747,183505,3752,"Comedy","Jim Carrey","Peter Farrelly","Twentieth Century Fox","United States",2000,3
"Meet the Parents","Jay Roach","Robert De Niro, Ben Stiller, Blythe Danner, Teri Polo, Owen Wilson, James Rebhorn, Thomas McCarthy",3.39425,212338,3948,"Comedy","Ben Stiller","Greg Glienna","Universal Pictures","United States",2000,3
"Star Wars: Episode III - Revenge of the Sith","George Lucas","Ewan McGregor, Natalie Portman, Hayden Christensen, Ian Mcdiarmid, Samuel L. Jackson, Christopher Lee, Frank Oz, Anthony Daniels, Kenny Baker, Peter Mayhew, Temuera Morrison, Ahmed Best, Jimmy Smits, Jeremy Bulloch, James Earl Jones",3.38438,121766,33493,"Action","Hayden Christensen","George Lucas","Lucasfilm","United States",2005,4
"Twilight","Catherine Hardwicke","Kristen Stewart, Robert Pattinson, Billy Burke, Ashley Greene, Nikki Reed",2.38749,1099212,63992,"Drama","Kristen Stewart","Melissa Rosenberg","Summit Entertainment","United States",2008,2
"Lucky Number Slevin","Paul McGuigan","Josh Hartnett, Stanley Tucci, Ben Kingsley, Bruce Willis, Morgan Freeman, Lucy Liu",3.8425,425210,44665,"Crime","Josh Hartnett","Jason Smilovic","The Weinstein Company","United States",2006,1
"Identity","James Mangold","John Cusack, Ray Liotta, Amanda Peet, John Hawkes, Clea Duvall",3.60737,309698,6323,"Mystery","John Cusack","Michael Cooney","Columbia Pictures","United States",2003,1
"Hurt Locker, The","Kathryn Bigelow","Jeremy Renner, Anthony Mackie, Brian Geraghty, Guy Pearce, Ralph Fiennes, David Morse, Evangeline Lilly, Christian Camargo",3.73242,887912,69481,NA,NA,NA,NA,NA,NA,48
"Thor: The Dark World","Alan Taylor","Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård, Tadanobu Asano, Adewale Akinnuoye-Agbaje, Christopher Eccleston, Ray Stevenson, Idris Elba, Zachary Levi, Jaimie Alexander, Kat Dennings",3.24525,1981115,106072,"Action","Chris Hemsworth","Christopher L. Yost","Marvel Studios","United States",2013,4
"First Knight","Jerry Zucker","Sean Connery, Ben Cross, Richard Gere, Julia Ormond, John Gielgud, Liam Cunningham",3.06161,113071,168,"Action","Sean Connery","Lorne Cameron","Columbia Pictures","United States",1995,4
"League of Their Own, A","Penny Marshall","Tom Hanks, Geena Davis, Lori Petty, Rosie O'Donnell, Bill Pullman, Don S. Davis, Madonna, Jon Lovitz, David Strathairn",3.50997,104694,3255,NA,NA,NA,NA,NA,NA,49
"Negotiator, The","F. Gary Gray","Samuel L. Jackson, David Morse, Ron Rifkin, Kevin Spacey, J.T. Walsh",3.59095,120768,2058,NA,NA,NA,NA,NA,NA,6
"Quiz Show","Robert Redford","Ralph Fiennes, Rob Morrow, Paul Scofield, John Turturro",3.6611,110932,300,"Biography","Ralph Fiennes","Paul Attanasio","Baltimore Pictures","United States",1994,1
"Walk the Line","James Mangold","Joaquin Phoenix, Reese Witherspoon, Ginnifer Goodwin, Robert Patrick",3.77517,358273,40819,"Biography","Joaquin Phoenix","Johnny Cash","Fox 2000 Pictures","United States",2005,1
"My Cousin Vinny","Jonathan Lynn","Joe Pesci, Ralph Macchio, Marisa Tomei, Mitchell Whitfield, Fred Gwynne, Lane Smith, Austin Pendleton, Bruce McGill, Maury Chaykin, Paulene Myers, Raynor Scheine, James Rebhorn, Chris Ellis",3.58995,104952,2302,"Comedy","Joe Pesci","Dale Launer","Twentieth Century Fox","United States",1992,3
"Office Space","Mike Judge","David Herman, Ron Livingston, Ajay Naidu, Jennifer Aniston, Gary Cole, Diedrich Bader",3.98361,151804,2502,"Comedy","Ron Livingston","Mike Judge","Twentieth Century Fox","United States",1999,3
"Requiem for a Dream","Darren Aronofsky","Jared Leto, Marlon Wayans, Ellen Burstyn, Jennifer Connelly",3.99298,180093,3949,"Drama","Ellen Burstyn","Hubert Selby Jr.","Artisan Entertainment","United States",2000,2
"Last Action Hero","John McTiernan","F. Murray Abraham, Art Carney, Charles Dance, Austin O'Brien, Arnold Schwarzenegger",2.79758,107362,485,"Action","Arnold Schwarzenegger","Zak Penn","Columbia Pictures","United States",1993,4
"Rango","Gore Verbinski","Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty, Alfred Molina, Bill Nighy, Stephen Root, Harry Dean Stanton, Timothy Olyphant, Ray Winstone, Ian Abercrombie, Claudia Black, Blake Clark, John Cothran Jr., Patrika Darbo, Charles Fleischer, Beth Grant, Vincent Kartheiser, Kym Whitley",3.35261,1192628,84944,"Animation","Johnny Depp","John Logan","Paramount Pictures","United States",2011,1
"Bob Roberts","Tim Robbins","Tim Robbins, Giancarlo Esposito, Alan Rickman, Ray Wise, Brian Murray, Gore Vidal, David Strathairn, James Spader, Helen Hunt, Eva Amurri, Peter Gallagher, Jack Black, Susan Sarandon, Fred Ward, John Cusack, Bob Balaban, Jeremy Piven, ",3.69799,103850,1171,"Comedy","Tim Robbins","Tim Robbins","Miramax","United States",1992,3
"Seven Pounds","Gabriele Muccino","Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Robinne Lee",3.71455,814314,64716,"Drama","Will Smith","Grant Nieporte","Columbia Pictures","United States",2008,2
"Heavenly Creatures","Peter Jackson","Diana Kent, Melanie Lynskey, Sarah Peirse, Kate Winslet",3.81082,110005,247,"Biography","Melanie Lynskey","Fran Walsh","WingNut Films","New Zealand",1994,1
"Muppet Christmas Carol, The","Brian Henson","Michael Caine, Dave Goelz, Jerry Nelson, Steve Whitmire, Frank Oz",3.5903,104940,2083,NA,NA,NA,NA,NA,NA,50
"Transporter 2","Louis Leterrier","Jason Statham, François Berléand, Alessandro Gassman, Amber Valletta, Katie Nauta, Jason Flemyng,	Matthew Modine",3.17322,388482,36519,"Action","Jason Statham","Luc Besson","EuropaCorp","France",2005,4
"Fried Green Tomatoes","Jon Avnet","Kathy Bates, Mary Stuart Masterson, Mary-Louise Parker, Jessica Tandy",3.73132,101921,1271,"Drama","Kathy Bates","Fannie Flagg","Universal Pictures","United States",1991,2
"Constantine","Francis Lawrence","Keanu Reeves, Rachel Weisz, Shia LaBeouf, Djimon Hounsou",3.47136,360486,31696,"Action","Keanu Reeves","Jamie Delano","Warner Bros.","United States",2005,4
"Dead Man Walking","Tim Robbins","Susan Sarandon, Sean Penn, Robert Prosky, Raymond J. Barry, R. Lee Ermey, Celia Weston, Peter Sarsgaard, Jack Black, Eva Amurri, ",3.9247,112818,36,"Crime","Susan Sarandon","Helen Prejean","Havoc","United Kingdom",1995,1
"Secretary","Steven Shainberg","James Spader, Maggie Gyllenhaal, Jeremy Davies, Lesley Ann Warren, Stephen McHattie, Patrick Bauchau, Jessica Tuck, Oz Perkins, Amy Locane, ",3.71843,274812,5617,"Comedy","James Spader","Erin Cressida Wilson","Slough Pond","United States",2002,3
"Sicario","Denis Villeneuve","Emily Blunt,Josh Brolin,Benicio del Toro,Daniel Kaluuya,Jon Bernthal",3.87342,3397884,139644,"Action","Emily Blunt","Taylor Sheridan","Lionsgate","United States",2015,4
"Serious Man, A","Ethan Coen, Joel Coen","Michael Stuhlbarg, Richard Kind, Fred Melamed, Sari Lennick, Aaron Wolff, Jessica McManus",3.63003,1019452,71464,NA,NA,NA,NA,NA,NA,51
"Bucket List, The","Rob Reiner","Jack Nicholson, Morgan Freeman, Sean Hayes, Beverly Todd, Rob Morrow",3.58322,825232,56587,NA,NA,NA,NA,NA,NA,12
"Pocahontas","Mike Gabriel, Eric Goldberg","Mel Gibson, Irene Bedard, Linda Hunt, Judy Kuhn, Christian Bale",2.97526,114148,48,"Animation","Mel Gibson","Carl Binder","Walt Disney Pictures","United States",1995,1
"Moana","Ron Clements","Auli'i Cravalho,Dwayne Johnson,Alan Tudyk,Phillipa Soo,Jemaine Clement",3.83869,3521164,166461,"Animation","Auli'i Cravalho","Jared Bush","Hurwitz Creative","United States",2016,1
"Finding Neverland","Marc Forster","Johnny Depp, Kate Winslet, Julie Christie, Radha Mitchell, Dustin Hoffman, Freddie Highmore, Nick Roud, Ian Hart",3.68288,308644,8970,"Biography","Johnny Depp","Allan Knee","Miramax","United States",2004,1
"Devil Wears Prada, The","David Frankel","Anne Hathaway, Meryl Streep, Adrian Grenier, Stanley Tucci, Emily Blunt, Simon Baker, Stephanie Szostak, Tracie Thoms, Rebecca Mader",3.49978,458352,45720,NA,NA,NA,NA,NA,NA,52
"Pitch Black","David Twohy","Vin Diesel, Cole Hauser, Keith David, Radha Mitchell, Claudia Black, John Moore",3.46276,134847,3300,"Action","Radha Mitchell","Jim Wheat","Polygram Filmed Entertainment","United States",2000,4
"RoboCop 3","Fred Dekker","Robert John Burke, Mario Machado, Remy Ryan, Jodi Long",2.24493,107978,519,"Action","Robert John Burke","Edward Neumeier","Orion Pictures","United States",1993,4
"American Psycho","Mary Harron","Christian Bale, Josh Lucas, Bill Sage, Justin Theroux, Chloë Sevigny, Reese Witherspoon, Samantha Mathis, Jared Leto, Willem Dafoe",3.64628,144084,3535,"Comedy","Christian Bale","Bret Easton Ellis","Am Psycho Productions","United States",2000,3
"Equilibrium","Kurt Wimmer","Christian Bale, Dominic Purcell, Sean Bean, Sean Pertwee, William Fichtner, Angus Macfadyen, Taye Diggs, Emily Watson, David Hemmings",3.73422,238380,5903,"Action","Christian Bale","Kurt Wimmer","Dimension Films","United States",2002,4
"Kingpin","Bobby Farrelly, Peter Farrelly","Woody Harrelson,Bill Murray,Randy Quaid,Vanessa Angel,Chris Elliott,Richard Tyson,Lin Shaye,Zen Gesner,Rob Moran,Daniel Greene,Sayed Badreya,David Shackelford,Googy Gress,Willie Garson",3.28123,116778,785,"Comedy","Woody Harrelson","Barry Fanaro","Rysher Entertainment","United States",1996,3
"Remains of the Day, The","James Ivory","Anthony Hopkins, Emma Thompson, James Fox, Christopher Reeve",3.89243,107943,515,NA,NA,NA,NA,NA,NA,53
"Dante's Peak","Roger Donaldson","Pierce Brosnan, Linda Hamilton, Charles Hallahan, Elizabeth Hoffman, Peter Jason, Tzi Ma",2.83137,118928,1438,"Action","Pierce Brosnan","Leslie Bohem","Universal Pictures","United States",1997,4
"Sliding Doors","Peter Howitt","John Hannah, John Lynch, Gwyneth Paltrow, Jeanne Tripplehorn",3.50776,120148,1680,"Comedy","Gwyneth Paltrow","Peter Howitt","Intermedia Films","United Kingdom",1998,3
"Remember the Titans","Boaz Yakin","Denzel Washington, Will Patton, Wood Harris, Ryan Hurst, Donald Faison, Craig Kirkwood, Ethan Suplee, Kip Pardue, Hayden Panettiere, Nicole Ari Parker, Kate Bosworth, Earl Poitier, Ryan Gosling, Burgess Jenkins, Mike Pniewski, ",3.78236,210945,3916,"Biography","Denzel Washington","Gregory Allen Howard","Jerry Bruckheimer Films","United States",2000,1
"Transformers","Michael Bay","Shia LaBeouf, Megan Fox, Josh Duhamel, Rachael Taylor, Tyrese Gibson, Jon Voight, Anthony Anderson, John Turturro",3.0723,418279,53996,"Action","Shia LaBeouf","Roberto Orci","Dreamworks Pictures","United States",2007,4
"Van Helsing","Stephen Sommers","Hugh Jackman, Kate Beckinsale, Richard Roxburgh, David Wenham",2.84402,338526,7454,"Action","Hugh Jackman","Stephen Sommers","Universal Pictures","United States",2004,4
"Phone Booth","Joel Schumacher","Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell, Katie Holmes, Paula Jai Parker, Tia Texada, Richard T. Jones, Josh Pais, Ben Foster",3.35431,183649,6281,"Crime","Colin Farrell","Larry Cohen","Fox 2000 Pictures","United States",2002,1
"Pretty Woman","Garry Marshall","Julia Roberts, Richard Gere, Jason Alexander, Ralph Bellamy, Hector Elizondo",3.43652,100405,597,"Comedy","Richard Gere","J.F. Lawton","Touchstone Pictures","United States",1990,3
"Father of the Bride Part II","Charles Shyer","Steve Martin, Martin Short, Diane Keaton, Kimberly Williams, George Newbern, Kieran Culkin",3.0762,113041,5,"Comedy","Steve Martin","Albert Hackett","Sandollar Productions","United States",1995,3
"Monsters University","Dan Scanlon","Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, Alfred Molina, Tyler Labine, Nathan Fillion, Aubrey Plaza, Julia Sweeney, Bonnie Hunt, John Krasinski, Bill Hader, John Ratzenberger, Frank Oz, Frank Welker",3.48513,1453405,103141,"Animation","Billy Crystal","Dan Scanlon","Walt Disney Pictures","United States",2013,1
"Mrs. Doubtfire","Chris Columbus","Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein, Robert Prosky",3.39469,107614,500,"Comedy","Robin Williams","Anne Fine","Twentieth Century Fox","United States",1993,3
"Incredible Hulk, The","Louis Leterrier","Edward Norton, Liv Tyler, Tim Roth, William Hurt, Tim Blake Nelson, Ty Burrell, Peter Mensah, Lou Ferrigno, Martin Starr, Robert Downey Jr., Stan Lee",3.13578,800080,60040,NA,NA,NA,NA,NA,NA,4
"Star Wars: Episode I - The Phantom Menace","George Lucas","Jake Lloyd, Ewan McGregor, Liam Neeson, Natalie Portman, Pernilla August, Frank Oz, Ian McDiarmid, Samuel L. Jackson, Anthony Daniels, Kenny Baker, Terence Stamp, Ahmed Best, Brian Blessed",3.07774,120915,2628,"Action","Ewan McGregor","George Lucas","Lucasfilm","United States",1999,4
"Captain America: The First Avenger","Joe Johnston","Chris Evans, Hugo Weaving, Tommy Lee Jones, Natalie Dormer, Dominic Cooper, Stanley Tucci, Samuel L. Jackson",3.49703,458339,88140,NA,NA,NA,NA,NA,NA,54
"Dallas Buyers Club","Jean-Marc Vallée","Matthew McConaughey, Jared Leto, Jennifer Garner, Denis O'Hare, Steve Zahn, Dallas Roberts, Kevin Rankin, Griffin Dunne, J.D. Evermore",3.91079,790636,106100,"Biography","Matthew McConaughey","Craig Borten","Truth Entertainment (II)","United States",2013,1
"Under Siege","Andrew Davis","Damian Chapa, Troy Evans, David McKnight, Steven Seagal, Tommy Lee Jones, Gary Busey, Erika Eleniak, Colm Meaney",3.12305,105690,1385,"Action","Steven Seagal","J.F. Lawton","Warner Bros.","France",1992,4
"Femme Nikita, La","Luc Besson","Anne Parillaud, Tcheky Karyo, Marc Duret, Jean-Hughes Anglade, Jean Reno",3.83321,100263,1249,NA,NA,NA,NA,NA,NA,55
"Jumanji","Joe Johnston","Jonathan Hyde, Bradley Pierce, Robin Williams, Kirsten Dunst",3.26605,113497,2,"Adventure","Robin Williams","Jonathan Hensleigh","TriStar Pictures","United States",1995,1
"Whiplash","Damien Chazelle","Miles Teller, J.K. Simmons, Melissa Benoist, Paul Reiser, Austin Stowell",4.1464,2582802,112552,"Drama","Miles Teller","Damien Chazelle","Bold Films","United States",2014,2
"Elizabeth","Shekhar Kapur","Christopher Eccleston, Joseph Fiennes, Geoffrey Rush, Cate Blanchett",3.84218,127536,2336,"Biography","Cate Blanchett","Michael Hirst","PolyGram Filmed Entertainment","United Kingdom",1998,1
"Cape Fear","Martin Scorsese","Robert De Niro, Nick Nolte, Jessica Lange, Juliette Lewis",3.53727,101540,1343,"Crime","Robert De Niro","John D. MacDonald","Amblin Entertainment","United States",1991,1
"Eastern Promises","David Cronenberg","Naomi Watts, Viggo Mortensen, Armin Mueller-Stahl, Vincent Cassel, Sinéad Cusack",3.81679,765443,55118,"Action","Naomi Watts","Steven Knight","Kudos Film and Television","United Kingdom",2007,4
"Teenage Mutant Ninja Turtles","Steve Barron","David Forman, Elias Koteas, Raymond Serra, Judith Hoag",2.87319,100758,3438,"Action","Megan Fox","Josh Appelbaum","Paramount Pictures","United States",2014,4
"Dunkirk","Christopher Nolan","Fionn Whitehead,Kenneth Branagh,Mark Rylance,Tom Hardy,Cillian Murphy",3.79537,5013056,174055,"Action","Fionn Whitehead","Christopher Nolan","Syncopy","United Kingdom",2017,4
"Timecop","Peter Hyams","Bruce McGill, Ron Silver, Jean-Claude Van Damme, Mia Sara, Gloria Reuben, Scott Bellis",2.71945,111438,379,"Action","Jean-Claude Van Damme","Mark Verheiden","Largo Entertainment","United States",1994,4
"Desperado","Robert Rodriguez","Antonio Banderas, Joaquim de Almeida, Cheech Marin, Salma Hayek, Steve Buscemi, Quentin Tarantino, Danny Trejo, Carlos Gallardo, Jaime de Hoyos, Carlos Gómez",3.43299,112851,163,"Action","Antonio Banderas","Robert Rodriguez","Columbia Pictures","United States",1995,4
"Short Cuts","Robert Altman","Andie MacDowell, Julianne Moore, Bruce Davison, Jack Lemmon, Matthew Modine, Anne Archer, Fred Ward, Jennifer Jason Leigh, Chris Penn, Lili Taylor, Robert Downey Jr., Madeleine Stowe, Tim Robbins, Tom Waits, Lily Tomlin, Lyle Lovett, Huey Lewis",3.77027,108122,535,"Comedy","Andie MacDowell","Raymond Carver","Fine Line Features","United States",1993,3
"Runaway Bride","Garry Marshall","Hector Elizondo, Richard Gere, Joan Cusack, Julia Roberts",2.87908,163187,2724,"Comedy","Julia Roberts","Josann McGibbon","Paramount Pictures","United States",1999,3
"Science of Sleep, The","Michel Gondry","Gael García Bernal, Charlotte Gainsbourg, Alain Chabat",3.73471,354899,48082,NA,NA,NA,NA,NA,NA,56
"Jack Reacher","Christopher McQuarrie","Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo, Werner Herzog, Robert Duvall, Dylan Kussman, Nicole Forester",3.52433,790724,99112,"Action","Tom Cruise","Lee Child","Paramount Pictures","United States",2012,4
"Fighter, The","David O. Russell","Christian Bale, Mark Wahlberg, Amy Adams, Melissa Leo",3.83227,964517,81932,NA,NA,NA,NA,NA,NA,57
"Crying Game, The","Neil Jordan","Stephen Rea, Forest Whitaker, Miranda Richardson, Adrian Dunbar, Jaye Davidson",3.63447,104036,1094,NA,NA,NA,NA,NA,NA,58
"Fantastic Four: Rise of the Silver Surfer","Tim Story","Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Doug Jones, Laurence Fishburne",2.60457,486576,53464,NA,NA,NA,NA,NA,NA,59
"Godfather: Part III, The","Francis Ford Coppola","Al Pacino, Diane Keaton, Talia Shire, Andy Garcia, Eli Wallach, Joe Mantegna, George Hamilton, Bridget Fonda, Sofia Coppola, Raf Vallone, Franc D'Ambrosio, Donal Donnelly, Richard Bright, Helmut Berger, Don Novello, John Savage",3.44919,99674,2023,NA,NA,NA,NA,NA,NA,60
"Ring, The","Gore Verbinski","Brian Cox, David Dorfman, Martin Henderson, Scott Menville, Naomi Watts",3.33974,298130,5679,NA,NA,NA,NA,NA,NA,11
"Moon","Duncan Jones","Sam Rockwell, Robin Chalk, Kevin Spacey",4.017,1182345,68237,"Drama","Sam Rockwell","Duncan Jones","Sony Pictures Classics","United Kingdom",2009,2
"The Butterfly Effect","Eric Bress, J. Mackye Gruber","Ashton Kutcher, Amy Smart, Kevin Schmidt, Melora Walters",3.70458,289879,7254,"Drama","Ashton Kutcher","J. Mackye Gruber","BenderSpink","United States",2004,2
"Squid and the Whale, The","Noah Baumbach","Jeff Daniels, Laura Linney, Jesse Eisenberg, Owen Kline, Halley Feiffer, Anna Paquin",3.68094,367089,38886,NA,NA,NA,NA,NA,NA,61
"Mask of Zorro, The","Martin Campbell","Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, Emiliano Guerra, Diego Sieres, José María de Tavira",3.27468,120746,2006,NA,NA,NA,NA,NA,NA,62
"Dodgeball: A True Underdog Story","Rawson Marshall Thurber","Vince Vaughn, Christine Taylor, Ben Stiller, Rip Torn, Stephen Root, Justin Long, Joel David Moore, Alan Tudyk, Missi Pyle, Gary Cole, Jason Bateman, Hank Azaria",3.30712,364725,8528,"Comedy","Ben Stiller","Rawson Marshall Thurber","Twentieth Century Fox","United States",2004,3
"Dawn of the Dead","Zack Snyder","Sarah Polley, Ving Rhames, Jake Weber, Mekhi Phifer",3.58021,363547,7360,"Action","Sarah Polley","George A. Romero","Strike Entertainment","United States",2004,4
"Her","Spike Jonze","Joaquin Phoenix, Amy Adams, Scarlett Johansson, Chris Pratt, Rooney Mara, Bill Hader, Kristen Wiig, Matt Letscher, Olivia Wilde, Portia Doubleday, Brian Cox",3.90303,1798709,106920,"Drama","Joaquin Phoenix","Spike Jonze","Annapurna Pictures","United States",2013,2
"Recruit, The","Roger Donaldson","Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht",3.38715,292506,6059,NA,NA,NA,NA,NA,NA,4
"Faculty, The","Robert Rodriguez","Josh Hartnett, Jordana Brewster, Clea DuVall, Laura Harris, Elijah Wood, Shawn Hatosy",2.87306,133751,2428,NA,NA,NA,NA,NA,NA,4
"Black Hawk Down","Ridley Scott","Eric Bana, Josh Hartnett, Ewan McGregor, Tom Sizemore, William Fichtner, Sam Shepard, Jeremy Piven, Orlando Bloom, Hugh Dancy, Ewan Bremmner",3.69262,265086,5010,"Drama","Josh Hartnett","Mark Bowden","Revolution Studios","United States",2001,2
"Thomas Crown Affair, The","John McTiernan","Pierce Brosnan, Ben Gazzara, Denis Leary, Rene Russo",3.49929,155267,2763,NA,NA,NA,NA,NA,NA,63
"Cell, The","Tarsem Singh","Jennifer Lopez, Colton James, Dylan Baker, Marianne Jean-Baptiste, Gerry Becker, Musetta Vander, Patrick Bauchau, Vincent D'Onofrio, Catherine Sutherland, Vince Vaughn, James Gammon, Jake Weber, Dean Norris, Tara Subkoff, John Cothran Jr., Jack Conley, Pruitt Taylor Vince, Jake Thomas, Peter Sarsgaard",3.03017,209958,3863,NA,NA,NA,NA,NA,NA,64
"Mulholland Drive","David Lynch","Naomi Watts, Laura Harring, Ann Miller, Dan Hedaya, Justin Theroux, Brent Briscoe, Robert Forster, Katharine Towne, Lee Grant, Billy Ray Cyrus, Lori Heuring, Angelo Badalamenti, Melissa George, Mark Pellegrino",3.84447,166924,4848,NA,NA,NA,NA,NA,NA,65
"In Bruges","Martin McDonagh","Colin Farrell, Ralph Fiennes, Brendan Gleeson, Zeljko Ivanek, Clémence Poésy, Jordan Prentice, Jérémie Renier, Ciarán Hinds",3.90234,780536,57669,"Comedy","Colin Farrell","Martin McDonagh","Focus Features","United Kingdom",2008,3
"Milk","Gus van Sant","Sean Penn, Josh Brolin, James Franco, Allison Pill, Emile Hirsch, Diego Luna",3.72931,1013753,63876,"Biography","Sean Penn","Dustin Lance Black","Focus Features","United States",2008,1
"Insider, The","Michael Mann","Russell Crowe, Al Pacino, Christopher Plummer, Diane Venora",3.8965,140352,3006,NA,NA,NA,NA,NA,NA,9
"RocknRolla","Guy Ritchie","Gerard Butler, Tom Wilkinson, Thandie Newton, Mark Strong, Idris Elba, Tom Hardy, Karel Roden, Toby Kebbell, Jeremy Piven, Ludacris, Jimi Mistry, Matt King, Geoff Bell, Dragan Micanovic, Gemma Arterton, Roland Manookian, Jamie Campbell Bower",3.67627,1032755,62849,"Action","Gerard Butler","Guy Ritchie","Warner Bros.","United Kingdom",2008,4
"Happy Feet","George Miller","Carlos Alazraqui, Jeffrey Garcia, Robin Williams, Elijah Wood, Brittany Murphy, Hugh Jackman, Nicole Kidman, Hugo Weaving, Elizabeth Daily, Miriam Margolyes, Fat Joe, Anthony LaPaglia, Steve Irwin, A.J. Buckley",2.98326,366548,49274,"Animation","Elijah Wood","George Miller","Warner Bros.","United States",2006,1
"American Gangster","Ridley Scott","Denzel Washington, Russell Crowe, Chiwetel Ejiofor, Josh Brolin, Lymari Nadal, Ted Levine, Roger Guenveur Smith, John Hawkes, RZA, Yul Vazquez, Ruby Dee, Ruben Santiago-Hudson, Carla Gugino, John Ortiz, Cuba Gooding Jr., Armand Assante, Joe Morton, Idris Elba, Common, T.I., Kevin Corrigan, Robert Funaro, Jon Polito, Jim R. Coleman, Norman Reedus, Eddie Rouse, Roger Bart, Ric Young, Anthony Hamilton, Fab 5 Freddy, Clarence Williams III",3.79894,765429,55765,"Biography","Denzel Washington","Steven Zaillian","Universal Pictures","United States",2007,1
"Bourne Supremacy, The","Paul Greengrass","Matt Damon, Franka Potente, Brian Cox, Julia Stiles, Karl Urban, Gabriel Mann, Joan Allen, Marton Csokas, Michelle Monaghan, Karel Roden, Tomas Arana, Oksana Akinshina, Chris Cooper",3.85346,372183,8665,NA,NA,NA,NA,NA,NA,66
"Predator 2","Stephen Hopkins","Rubén Blades, Gary Busey, Danny Glover, Kevin Peter Hall",2.89977,100403,3697,"Action","Danny Glover","Jim Thomas","Davis Entertainment","United States",1990,4
"Twister","Jan de Bont","Helen Hunt, Bill Paxton, Cary Elwes, Jami Gertz, Philip Seymour Hoffman, Lois Smith, Alan Ruck",3.2193,117998,736,"Action","Helen Hunt","Michael Crichton","Warner Bros.","United States",1996,4
"Bowfinger","Frank Oz","Steve Martin, Eddie Murphy, Christine Baranski, Heather Graham",3.05985,131325,2770,"Comedy","Steve Martin","Steve Martin","Universal Pictures","United States",1999,3
"Rob Roy","Michael Caton-Jones","John Hurt, Liam Neeson, Tim Roth, Jessica Lange, Eric Stoltz",3.52031,114287,151,"Adventure","Liam Neeson","Alan Sharp","United Artists","United Kingdom",1995,1
"Hot Tub Time Machine","Steve Pink","John Cusack, Clark Duke, Craig Robinson, Rob Corddry, Sebastian Stan, Lyndsy Fonseca, Crispin Glover, Chevy Chase, Charlie McDermott, Lizzy Caplan, Collette Wolfe, Jessica Paré, William Zabka, Thomas Lennon",3.10388,1231587,76077,"Comedy","John Cusack","Josh Heald","Metro-Goldwyn-Mayer (MGM)","United States",2010,3
"Déjà Vu","Tony Scott","Denzel Washington, Val Kilmer, Paula Patton, Bruce Greenwood, Adam Goldberg, Jim Caviezel",3.59879,453467,49278,NA,NA,NA,NA,NA,NA,67
"Sherlock Holmes: A Game of Shadows","Guy Ritchie","Robert Downey Jr., Jude Law, Rachel McAdams, Noomi Rapace, Jared Harris, Stephen Fry, Kelly Reilly, Eddie Marsan, Geraldine James, Gilles Lellouche, William Houston",3.71929,1515091,91542,"Action","Robert Downey Jr.","Michele Mulroney","Warner Bros.","United States",2011,4
"Over the Hedge","Tim Johnson, Karey Kirkpatrick","Bruce Willis, Garry Shandling, Steve Carell, Wanda Sykes, William Shatner, Nick Nolte, Thomas Haden Church, Allison Janney, Eugene Levy, Catherine O'Hara, Avril Lavigne, Omid Djalili, Debra Wilson, Joel McCrary, Brian Stepanek, Nicholas Guest, Marcelo Tubert",3.24107,327084,45431,"Animation","Bruce Willis","Len Blum","DreamWorks Animation","United States",2006,1
